"centers"	"weightClass"	"region"	"stratumName"
"0WZmKNHtujHP"	"Class4"	"Region2"	"papa"
"0WZmKNHtujHP"	"Class3"	"Region2"	"papa"
"qvF8lp5VPSW4"	"Class5"	"Region8"	"alpha"
"qvF8lp5VPSW4"	"Class4"	"Region8"	"alpha"
"qvF8lp5VPSW4"	"Class2"	"Region8"	"alpha"
"qvF8lp5VPSW4"	"Class4"	"Region8"	"alpha"
"qvF8lp5VPSW4"	"Class4"	"Region8"	"alpha"
"qvF8lp5VPSW4"	"Class5"	"Region8"	"alpha"
"qvF8lp5VPSW4"	"Class2"	"Region8"	"alpha"
"qvF8lp5VPSW4"	"Class2"	"Region8"	"alpha"
"qvF8lp5VPSW4"	"Class5"	"Region8"	"alpha"
"nx6NJ3tV2ivB"	"Class3"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class5"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class5"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class4"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class3"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class1"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class1"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class5"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class5"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class5"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class5"	"Region9"	"tango"
"nx6NJ3tV2ivB"	"Class4"	"Region9"	"tango"
"gqmW74Xrma3E"	"Class2"	"Region9"	"alpha"
"gqmW74Xrma3E"	"Class4"	"Region9"	"alpha"
"zZB4at0rgWIa"	"Class3"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class1"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class3"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class1"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class3"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class2"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class5"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class1"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class3"	"Region8"	"tango"
"zZB4at0rgWIa"	"Class1"	"Region8"	"tango"
"tGsXIo7eRruG"	"Class2"	"Region7"	"alpha"
"L9QWAvb0S81W"	"Class3"	"Region8"	"tango"
"iaosqwQ3yGEF"	"Class2"	"Region7"	"alpha"
"iaosqwQ3yGEF"	"Class4"	"Region7"	"alpha"
"iaosqwQ3yGEF"	"Class4"	"Region7"	"alpha"
"iaosqwQ3yGEF"	"Class3"	"Region7"	"alpha"
"iaosqwQ3yGEF"	"Class5"	"Region7"	"alpha"
"iaosqwQ3yGEF"	"Class4"	"Region7"	"alpha"
"iaosqwQ3yGEF"	"Class2"	"Region7"	"alpha"
"iaosqwQ3yGEF"	"Class1"	"Region7"	"alpha"
"tYoQKxSs0JIb"	"Class2"	"Region8"	"tango"
"tYoQKxSs0JIb"	"Class1"	"Region8"	"tango"
"tYoQKxSs0JIb"	"Class2"	"Region8"	"tango"
"tYoQKxSs0JIb"	"Class2"	"Region8"	"tango"
"tYoQKxSs0JIb"	"Class2"	"Region8"	"tango"
"ExkDPHl7oVNL"	"Class3"	"Region8"	"papa"
"ExkDPHl7oVNL"	"Class3"	"Region8"	"papa"
"ExkDPHl7oVNL"	"Class2"	"Region8"	"papa"
"XZB1kh72mkaC"	"Class1"	"Region8"	"papa"
"oXEkc7ZnyJRz"	"Class3"	"Region8"	"papa"
"0ULn53OPE8lJ"	"Class5"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class2"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class3"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class4"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class3"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class2"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class3"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class2"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class2"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class2"	"Region5"	"tango"
"0ULn53OPE8lJ"	"Class3"	"Region5"	"tango"
"UHeDhX9pf5Pw"	"Class3"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class5"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class5"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class2"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class5"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class3"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class4"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class1"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class4"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class1"	"Region9"	"papa"
"UHeDhX9pf5Pw"	"Class3"	"Region9"	"papa"
"FpQJlWE2Ap4w"	"Class4"	"Region2"	"alpha"
"FpQJlWE2Ap4w"	"Class3"	"Region2"	"alpha"
"FpQJlWE2Ap4w"	"Class5"	"Region2"	"alpha"
"FpQJlWE2Ap4w"	"Class5"	"Region2"	"alpha"
"FpQJlWE2Ap4w"	"Class5"	"Region2"	"alpha"
"FpQJlWE2Ap4w"	"Class5"	"Region2"	"alpha"
"FpQJlWE2Ap4w"	"Class1"	"Region2"	"alpha"
"FpQJlWE2Ap4w"	"Class3"	"Region2"	"alpha"
"FpQJlWE2Ap4w"	"Class4"	"Region2"	"alpha"
"XHyfMEPEtunr"	"Class1"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class2"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class2"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class2"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class3"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class3"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class5"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class4"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class4"	"Region9"	"alpha"
"XHyfMEPEtunr"	"Class5"	"Region9"	"alpha"
"OV9KYYloW6Vl"	"Class4"	"Region10"	"papa"
"OV9KYYloW6Vl"	"Class3"	"Region10"	"papa"
"OV9KYYloW6Vl"	"Class1"	"Region10"	"papa"
"OV9KYYloW6Vl"	"Class2"	"Region10"	"papa"
"OV9KYYloW6Vl"	"Class4"	"Region10"	"papa"
"OV9KYYloW6Vl"	"Class3"	"Region10"	"papa"
"OV9KYYloW6Vl"	"Class1"	"Region10"	"papa"
"xxIp9lC3Qdx8"	"Class1"	"Region10"	"papa"
"xxIp9lC3Qdx8"	"Class4"	"Region10"	"papa"
"xxIp9lC3Qdx8"	"Class4"	"Region10"	"papa"
"xxIp9lC3Qdx8"	"Class2"	"Region10"	"papa"
"kCfDuWRmjPsj"	"Class1"	"Region10"	"papa"
"kCfDuWRmjPsj"	"Class4"	"Region10"	"papa"
"64GFUiVcNd1R"	"Class4"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class1"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class5"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class4"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class4"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class4"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class3"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class4"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class3"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class3"	"Region9"	"papa"
"64GFUiVcNd1R"	"Class4"	"Region9"	"papa"
"GWFQmoz5cAKR"	"Class5"	"Region6"	"tango"
"GWFQmoz5cAKR"	"Class1"	"Region6"	"tango"
"GWFQmoz5cAKR"	"Class5"	"Region6"	"tango"
"GWFQmoz5cAKR"	"Class2"	"Region6"	"tango"
"GWFQmoz5cAKR"	"Class4"	"Region6"	"tango"
"nN3CmAUcmFLw"	"Class1"	"Region1"	"tango"
"nN3CmAUcmFLw"	"Class1"	"Region1"	"tango"
"nN3CmAUcmFLw"	"Class1"	"Region1"	"tango"
"nN3CmAUcmFLw"	"Class3"	"Region1"	"tango"
"nN3CmAUcmFLw"	"Class1"	"Region1"	"tango"
"Pwvqm7ihLM8v"	"Class4"	"Region2"	"papa"
"Pwvqm7ihLM8v"	"Class4"	"Region2"	"papa"
"Pwvqm7ihLM8v"	"Class4"	"Region2"	"papa"
"Pwvqm7ihLM8v"	"Class4"	"Region2"	"papa"
"Pwvqm7ihLM8v"	"Class4"	"Region2"	"papa"
"Bvnq0U4vOBqy"	"Class2"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class4"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class2"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class4"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class5"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class3"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class3"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class2"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class5"	"Region5"	"alpha"
"Bvnq0U4vOBqy"	"Class5"	"Region5"	"alpha"
"MaYtVTKFE4qw"	"Class3"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class2"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class2"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class5"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class4"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class4"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class5"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class5"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class1"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class2"	"Region2"	"papa"
"MaYtVTKFE4qw"	"Class3"	"Region2"	"papa"
"WIIt7Mrq19qL"	"Class5"	"Region6"	"papa"
"WIIt7Mrq19qL"	"Class2"	"Region6"	"papa"
"WIIt7Mrq19qL"	"Class2"	"Region6"	"papa"
"WIIt7Mrq19qL"	"Class2"	"Region6"	"papa"
"WIIt7Mrq19qL"	"Class1"	"Region6"	"papa"
"0BUHgQkzq3Jx"	"Class4"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class1"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class5"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class3"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class5"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class3"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class4"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class4"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class1"	"Region10"	"papa"
"0BUHgQkzq3Jx"	"Class4"	"Region10"	"papa"
"K3IihP52lxBg"	"Class1"	"Region6"	"tango"
"K3IihP52lxBg"	"Class4"	"Region6"	"tango"
"K3IihP52lxBg"	"Class4"	"Region6"	"tango"
"K3IihP52lxBg"	"Class2"	"Region6"	"tango"
"K3IihP52lxBg"	"Class4"	"Region6"	"tango"
"K3IihP52lxBg"	"Class2"	"Region6"	"tango"
"K3IihP52lxBg"	"Class4"	"Region6"	"tango"
"K3IihP52lxBg"	"Class2"	"Region6"	"tango"
"K3IihP52lxBg"	"Class2"	"Region6"	"tango"
"cntP7FuTy7rb"	"Class4"	"Region8"	"alpha"
"cntP7FuTy7rb"	"Class4"	"Region8"	"alpha"
"qdXrM9RcbazJ"	"Class3"	"Region8"	"papa"
"SHtO1ZDq1KcZ"	"Class1"	"Region1"	"tango"
"SHtO1ZDq1KcZ"	"Class1"	"Region1"	"tango"
"SHtO1ZDq1KcZ"	"Class2"	"Region1"	"tango"
"SHtO1ZDq1KcZ"	"Class2"	"Region1"	"tango"
"SHtO1ZDq1KcZ"	"Class4"	"Region1"	"tango"
"SHtO1ZDq1KcZ"	"Class2"	"Region1"	"tango"
"SHtO1ZDq1KcZ"	"Class2"	"Region1"	"tango"
"UIJtRaCis2b3"	"Class4"	"Region6"	"papa"
"UIJtRaCis2b3"	"Class5"	"Region6"	"papa"
"UIJtRaCis2b3"	"Class1"	"Region6"	"papa"
"UIJtRaCis2b3"	"Class5"	"Region6"	"papa"
"UIJtRaCis2b3"	"Class4"	"Region6"	"papa"
"WlwCevOlR2YK"	"Class4"	"Region1"	"tango"
"WlwCevOlR2YK"	"Class4"	"Region1"	"tango"
"WlwCevOlR2YK"	"Class4"	"Region1"	"tango"
"WlwCevOlR2YK"	"Class3"	"Region1"	"tango"
"gFlWk1lomXnx"	"Class2"	"Region10"	"papa"
"gFlWk1lomXnx"	"Class1"	"Region10"	"papa"
"gFlWk1lomXnx"	"Class2"	"Region10"	"papa"
"gFlWk1lomXnx"	"Class2"	"Region10"	"papa"
"gFlWk1lomXnx"	"Class2"	"Region10"	"papa"
